,os1,os2,m2,m3,m4,m6,m7,m8,m9,m11,m12,m13,m14,m15,m17,m20,m21
8078,0.0011,0.0,642.16,1586.15,1398.96,21.61,554.23,2388.08,9062.22,47.3,521.85,2388.07,8139.15,8.4398,393,38.76,23.3871
8079,0.0028,-0.0003,642.18,1583.79,1400.8,21.6,553.75,2388.04,9060.2,47.25,522.0,2388.09,8142.51,8.4416,390,39.08,23.314
8080,-0.0023,-0.0003,642.52,1596.48,1406.29,21.61,553.53,2388.05,9065.47,47.27,521.89,2388.02,8141.39,8.4099,392,38.95,23.2544
8081,0.0028,-0.0004,642.43,1590.29,1398.87,21.61,554.51,2388.1,9062.14,47.41,521.65,2388.0,8141.4,8.4355,392,38.82,23.3442
8082,-0.0022,0.0003,642.28,1583.74,1402.36,21.61,554.47,2388.08,9057.53,47.32,522.65,2388.04,8142.93,8.4,392,38.96,23.3714
8083,-0.0021,0.0002,642.58,1591.51,1394.88,21.61,554.45,2387.93,9059.64,47.3,521.96,2388.03,8145.03,8.4009,393,38.81,23.4533
8084,0.0001,0.0004,642.27,1586.44,1397.3,21.61,553.25,2388.05,9053.32,47.34,522.16,2388.03,8141.0,8.3949,393,38.97,23.3933
8085,0.0006,-0.0,642.56,1586.05,1402.05,21.61,553.76,2388.0,9062.87,47.28,521.78,2388.05,8143.73,8.3975,392,39.1,23.381
8086,0.001,-0.0003,642.65,1589.3,1400.26,21.61,554.59,2388.07,9062.8,47.45,521.98,2388.04,8134.97,8.4303,394,39.1,23.2819
8087,-0.0008,0.0004,642.6,1582.95,1402.15,21.61,554.03,2388.06,9060.84,47.44,522.05,2388.1,8139.72,8.4026,390,39.0,23.3529
8088,0.0012,0.0002,641.91,1584.57,1409.7,21.61,553.75,2388.04,9068.75,47.3,521.89,2388.07,8145.84,8.4295,393,39.13,23.3575
8089,0.0013,-0.0004,642.42,1579.85,1398.01,21.61,553.98,2388.03,9060.92,47.29,521.76,2388.03,8142.45,8.3902,391,38.98,23.339
8090,0.0006,0.0004,641.96,1587.29,1402.59,21.61,553.55,2388.04,9063.44,47.39,522.01,2388.06,8145.73,8.4041,392,38.84,23.4294
8091,-0.0002,-0.0003,642.18,1589.03,1398.57,21.61,553.57,2388.07,9059.09,47.31,521.46,2388.02,8147.68,8.4481,394,38.78,23.3831
8092,0.0001,0.0,642.46,1578.23,1399.31,21.6,553.38,2388.07,9059.39,47.24,522.24,2388.06,8145.03,8.4268,392,38.85,23.3961
8093,-0.0028,-0.0005,642.6,1583.53,1400.06,21.61,553.64,2388.0,9059.98,47.35,522.14,2388.1,8143.31,8.3956,393,38.88,23.3292
8094,-0.0019,0.0002,641.67,1585.26,1401.36,21.61,553.78,2388.04,9062.13,47.41,522.33,2388.01,8145.75,8.4018,391,38.94,23.4118
8095,-0.0034,-0.0004,642.22,1591.28,1406.55,21.61,553.85,2388.05,9056.41,47.35,522.31,2387.97,8141.73,8.3993,391,38.92,23.2515
8096,0.0004,0.0001,641.74,1592.06,1401.41,21.61,554.56,2388.02,9056.0,47.26,521.89,2388.07,8142.07,8.4211,393,38.85,23.26
8097,-0.0006,-0.0003,642.94,1580.95,1401.12,21.61,554.15,2388.07,9052.4,47.29,522.18,2388.06,8142.82,8.3888,391,38.92,23.3116
8098,-0.0007,0.0003,642.81,1586.81,1407.54,21.61,554.26,2387.98,9061.89,47.57,521.98,2388.02,8139.93,8.4313,393,38.67,23.3497
8099,0.0006,0.0002,642.2,1582.29,1407.56,21.61,553.61,2388.05,9056.74,47.42,522.04,2388.03,8143.5,8.4409,392,38.91,23.3662
8100,0.0001,0.0002,642.42,1585.21,1406.69,21.61,553.9,2388.05,9062.18,47.35,522.06,2388.01,8139.12,8.4174,392,39.02,23.3323
8101,0.0008,0.0002,642.58,1584.22,1404.46,21.61,554.64,2388.04,9063.32,47.37,522.19,2388.01,8141.69,8.3669,392,38.67,23.3287
8102,0.0051,0.0003,642.78,1584.67,1403.87,21.61,553.88,2388.08,9057.06,47.38,521.98,2388.05,8143.72,8.4263,390,39.11,23.2701
8103,0.0009,-0.0001,642.23,1581.89,1404.65,21.61,554.66,2388.06,9056.64,47.47,521.63,2388.07,8135.08,8.4079,393,38.91,23.2394
8104,-0.0015,-0.0,642.33,1593.19,1398.8,21.61,554.04,2388.02,9061.81,47.42,522.02,2388.06,8142.77,8.4198,392,38.84,23.3018
8105,0.0005,0.0005,641.56,1587.81,1397.83,21.61,553.7,2388.05,9060.55,47.41,521.91,2388.09,8132.37,8.4411,392,38.86,23.3236
8106,-0.0067,0.0003,641.92,1596.28,1403.63,21.61,554.13,2388.07,9062.84,47.36,522.22,2388.05,8140.33,8.4034,393,38.92,23.4635
8107,-0.0016,0.0001,642.53,1588.37,1404.1,21.61,554.49,2388.03,9068.24,47.41,521.56,2388.05,8148.13,8.4355,392,39.06,23.3692
8108,-0.0019,-0.0001,642.8,1589.87,1402.71,21.61,554.31,2388.04,9068.1,47.48,522.44,2388.04,8142.25,8.4131,393,38.85,23.2559
8109,0.0009,0.0002,642.68,1583.74,1402.35,21.61,553.75,2388.03,9061.03,47.32,521.47,2388.05,8141.64,8.4144,391,39.05,23.3716
8110,-0.0003,-0.0003,641.69,1587.11,1408.68,21.61,554.7,2388.07,9051.05,47.38,521.27,2388.08,8140.4,8.4043,392,38.91,23.4674
8111,0.0002,0.0002,642.49,1587.66,1404.95,21.61,554.0,2388.05,9059.26,47.36,522.1,2388.04,8140.77,8.4337,394,38.73,23.3311
8112,-0.0022,0.0002,642.93,1585.49,1398.67,21.61,553.73,2388.03,9069.22,47.28,521.65,2388.04,8141.76,8.3996,392,38.8,23.363
8113,0.0003,-0.0003,642.63,1592.41,1405.07,21.61,553.61,2388.05,9062.64,47.31,521.58,2388.07,8140.97,8.4044,392,39.13,23.2963
8114,0.0024,0.0004,642.77,1586.44,1408.1,21.61,553.62,2388.05,9060.67,47.47,521.9,2388.03,8137.61,8.4477,393,38.99,23.3245
8115,-0.0029,0.0,642.5,1597.06,1403.97,21.61,553.73,2388.08,9058.67,47.56,522.16,2388.09,8144.6,8.4553,393,38.85,23.3672
8116,-0.0017,0.0004,642.77,1587.86,1405.22,21.61,553.54,2388.01,9062.86,47.5,522.06,2388.07,8139.92,8.3807,393,38.79,23.3422
8117,0.0016,0.0,642.19,1587.75,1398.63,21.61,553.74,2388.05,9062.71,47.28,522.18,2388.09,8141.26,8.4216,392,38.86,23.3355
8118,-0.0015,-0.0003,642.84,1582.92,1398.4,21.61,554.2,2388.0,9058.71,47.25,522.05,2388.01,8142.19,8.4054,394,38.82,23.4565
8119,0.0011,-0.0003,642.44,1583.65,1404.35,21.61,554.09,2388.03,9055.01,47.44,521.81,2388.05,8146.92,8.4361,392,38.78,23.3632
8120,-0.0036,-0.0004,642.16,1591.8,1406.7,21.61,553.67,2388.06,9061.83,47.6,522.01,2388.03,8145.05,8.4101,392,39.03,23.2703
8121,-0.0,0.0005,642.2,1593.28,1406.18,21.61,554.03,2388.05,9065.39,47.36,521.82,2388.01,8143.3,8.4495,392,38.9,23.2925
8122,0.0002,-0.0004,642.34,1592.02,1402.4,21.61,554.18,2388.1,9059.34,47.35,521.77,2388.07,8145.67,8.4605,392,39.0,23.2933
8123,-0.0003,-0.0002,642.18,1589.29,1399.06,21.61,553.48,2388.04,9066.7,47.46,521.8,2388.06,8134.61,8.4438,392,38.72,23.3434
8124,-0.0025,-0.0003,643.08,1589.53,1404.95,21.61,553.7,2388.05,9065.41,47.42,521.91,2388.07,8150.37,8.4156,392,38.78,23.2308
8125,0.003,0.0003,642.31,1582.3,1406.94,21.61,554.09,2388.05,9064.72,47.33,521.41,2388.01,8137.8,8.4295,394,38.79,23.4189
8126,0.0032,-0.0004,642.12,1580.62,1402.36,21.61,553.34,2388.07,9061.74,47.41,521.64,2388.02,8147.8,8.4204,393,38.83,23.4441
8127,-0.0012,0.0004,642.39,1582.91,1407.56,21.61,553.73,2388.1,9064.32,47.49,522.01,2388.09,8143.39,8.4255,393,39.06,23.3156
8128,-0.0015,-0.0004,642.11,1585.71,1405.89,21.61,553.28,2388.03,9061.2,47.46,521.8,2388.05,8147.64,8.4307,393,39.02,23.3714
8129,-0.0012,-0.0003,642.84,1587.33,1404.17,21.61,553.71,2388.06,9053.9,47.38,521.86,2388.09,8139.85,8.3969,394,39.03,23.3101
8130,0.0012,-0.0,642.68,1585.22,1406.99,21.61,553.3,2388.03,9063.93,47.23,522.14,2388.08,8139.3,8.4478,393,38.82,23.2615
8131,0.0038,-0.0003,642.11,1595.14,1404.58,21.61,554.01,2388.08,9058.67,47.33,521.9,2388.03,8140.29,8.412,390,38.76,23.2352
8132,0.0042,0.0,642.27,1587.04,1404.74,21.61,553.16,2388.07,9065.23,47.27,521.66,2388.04,8143.26,8.4117,393,38.85,23.3784
8133,-0.0025,-0.0001,642.42,1590.07,1398.73,21.61,553.51,2388.08,9060.06,47.28,522.15,2388.05,8146.64,8.427,392,39.06,23.3177
8134,-0.0028,-0.0002,642.88,1593.89,1408.3,21.61,554.57,2388.03,9058.16,47.13,521.39,2388.04,8143.56,8.4454,393,38.71,23.3483
8135,0.0033,0.0003,643.12,1584.26,1406.39,21.61,553.24,2388.1,9057.91,47.31,521.49,2388.06,8138.96,8.4501,393,38.79,23.366
8136,0.0022,0.0003,642.5,1591.8,1407.3,21.61,553.33,2388.05,9059.01,47.55,521.83,2388.08,8139.57,8.4163,393,38.93,23.2978
8137,-0.0017,0.0002,642.53,1587.78,1401.27,21.61,554.05,2388.1,9058.76,47.36,521.79,2388.09,8144.9,8.4533,393,38.94,23.4342
8138,-0.0005,0.0001,642.23,1591.34,1407.65,21.61,553.65,2388.05,9057.74,47.6,522.14,2388.06,8147.67,8.4136,393,38.89,23.3845
8139,-0.0003,-0.0,642.27,1581.53,1409.05,21.61,553.41,2388.03,9057.18,47.45,521.52,2388.13,8135.67,8.4414,393,38.83,23.2428
8140,-0.0032,0.0004,642.31,1589.53,1400.96,21.61,553.83,2388.09,9067.13,47.47,522.24,2388.03,8139.01,8.4217,393,38.97,23.4099
8141,0.0023,-0.0002,642.47,1583.36,1415.23,21.61,553.71,2388.08,9063.05,47.5,521.6,2388.11,8140.17,8.4126,391,38.76,23.3216
8142,-0.0024,0.0002,642.44,1587.48,1409.67,21.61,555.0,2388.08,9062.45,47.4,522.0,2388.05,8144.76,8.4307,392,39.04,23.3002
8143,-0.0,-0.0002,642.66,1586.97,1402.73,21.61,553.42,2388.05,9064.68,47.47,521.53,2388.12,8147.34,8.4266,393,38.86,23.2682
8144,0.0006,0.0005,642.47,1586.53,1401.47,21.61,553.85,2388.05,9067.16,47.42,521.7,2388.08,8143.29,8.4334,392,38.8,23.2273
8145,-0.0024,0.0004,642.44,1592.21,1404.26,21.61,553.32,2388.08,9057.87,47.28,521.6,2388.04,8143.09,8.4385,394,39.08,23.4256
8146,-0.0001,-0.0003,642.61,1581.77,1409.14,21.61,554.32,2388.03,9067.67,47.43,521.5,2388.09,8140.06,8.4341,393,38.98,23.3537
8147,-0.001,0.0001,643.0,1587.62,1399.94,21.61,553.7,2388.08,9059.09,47.33,521.58,2388.09,8138.78,8.4416,391,38.83,23.3398
8148,0.0023,0.0001,642.83,1586.9,1408.89,21.61,553.83,2388.08,9064.57,47.5,521.57,2388.05,8138.39,8.4537,393,38.9,23.3021
8149,0.0018,-0.0004,642.57,1594.0,1412.22,21.61,553.52,2388.05,9065.52,47.55,521.63,2388.09,8144.96,8.4301,393,38.96,23.3396
8150,-0.0017,0.0002,642.32,1589.48,1405.58,21.61,553.86,2388.1,9059.27,47.55,521.06,2388.1,8141.86,8.4899,392,38.8,23.4214
8151,0.002,-0.0001,642.29,1593.36,1405.16,21.61,553.55,2388.04,9061.03,47.44,521.63,2388.09,8142.98,8.4411,393,38.91,23.3338
8152,0.0003,-0.0003,642.35,1589.33,1401.7,21.61,553.99,2388.12,9061.2,47.64,521.73,2388.09,8138.75,8.4831,394,38.95,23.326
8153,-0.0023,-0.0,643.1,1588.23,1396.6,21.61,553.98,2388.12,9058.46,47.54,521.48,2388.12,8139.87,8.4242,393,38.84,23.2527
8154,0.0019,0.0001,642.49,1589.67,1403.83,21.61,553.62,2388.08,9062.35,47.49,521.57,2388.09,8140.51,8.4238,395,38.69,23.2748
8155,0.0011,-0.0005,642.64,1583.95,1405.41,21.61,553.73,2388.05,9061.77,47.54,521.91,2388.1,8141.22,8.4456,393,38.84,23.3156
8156,0.0004,0.0001,642.99,1585.6,1406.2,21.61,554.06,2388.07,9063.61,47.37,521.89,2388.1,8145.8,8.4378,393,38.55,23.3209
8157,-0.0008,0.0001,642.67,1589.76,1414.6,21.61,553.96,2388.15,9069.6,47.57,521.49,2388.1,8141.35,8.4454,392,38.91,23.2429
8158,-0.0032,0.0004,642.43,1592.52,1407.65,21.61,553.26,2388.08,9069.43,47.57,521.46,2388.08,8141.96,8.4688,393,38.8,23.371
8159,0.0009,-0.0001,642.63,1591.1,1408.11,21.61,553.87,2388.1,9068.61,47.29,520.98,2388.09,8141.25,8.418,392,38.73,23.2779
8160,0.0008,-0.0001,642.7,1586.32,1404.92,21.61,554.19,2388.04,9067.37,47.53,521.27,2388.1,8137.2,8.4489,394,38.86,23.2222
8161,0.0001,-0.0001,642.54,1596.01,1416.27,21.61,553.77,2388.07,9061.64,47.46,521.31,2387.99,8144.07,8.4612,393,38.9,23.2127
8162,-0.0021,0.0005,642.8,1592.27,1404.85,21.61,553.53,2388.03,9063.22,47.54,521.2,2388.06,8137.88,8.45,393,38.87,23.3628
8163,-0.0014,-0.0004,642.89,1592.26,1406.48,21.61,553.49,2388.09,9063.08,47.43,521.22,2388.11,8137.53,8.4121,394,38.86,23.2729
8164,0.0021,0.0004,643.17,1592.74,1413.88,21.61,553.05,2388.15,9065.77,47.71,521.63,2388.06,8138.73,8.448,393,38.8,23.2757
8165,0.0018,0.0002,642.32,1592.74,1401.82,21.61,553.43,2388.13,9065.64,47.46,521.77,2388.16,8150.33,8.4329,393,39.09,23.3503
8166,0.0029,-0.0003,642.66,1587.76,1406.45,21.61,552.86,2388.11,9060.51,47.51,521.8,2388.12,8137.57,8.4567,392,38.71,23.3828
8167,-0.0008,-0.0001,643.05,1592.25,1402.32,21.61,553.66,2388.03,9055.45,47.4,522.02,2388.09,8141.66,8.4302,393,38.89,23.299
8168,-0.0008,-0.0001,642.66,1591.56,1406.38,21.61,553.74,2388.07,9062.61,47.63,521.94,2388.02,8141.13,8.4554,394,38.96,23.3477
8169,0.0031,-0.0,643.14,1582.39,1405.36,21.61,553.06,2388.14,9061.04,47.54,522.05,2388.14,8141.52,8.4581,393,38.69,23.297
8170,0.0038,-0.0005,643.01,1588.49,1410.67,21.61,553.64,2388.08,9063.08,47.51,521.24,2388.12,8142.83,8.4599,393,38.83,23.2092
8171,-0.0039,0.0002,642.74,1600.61,1411.24,21.61,553.66,2388.12,9060.9,47.45,521.48,2388.11,8142.77,8.4436,393,38.83,23.3764
8172,0.0001,-0.0,642.67,1588.56,1409.57,21.61,553.12,2388.04,9062.25,47.62,521.26,2388.1,8144.14,8.4294,393,38.89,23.2795
8173,0.0011,-0.0002,642.49,1591.43,1404.08,21.61,553.52,2388.17,9069.81,47.46,521.27,2388.12,8145.49,8.4753,394,38.7,23.2382
8174,0.0021,-0.0004,642.78,1583.57,1410.27,21.61,552.83,2388.12,9062.94,47.62,521.41,2388.09,8137.99,8.457,395,38.8,23.3057
8175,-0.0033,0.0003,642.48,1595.38,1409.49,21.61,554.13,2388.15,9058.92,47.6,521.15,2388.11,8141.18,8.454,395,38.77,23.2278
8176,-0.0022,-0.0002,642.99,1591.63,1405.53,21.61,553.45,2388.08,9073.3,47.52,521.58,2388.08,8146.27,8.4721,393,38.75,23.2937
8177,-0.0008,0.0005,643.1,1591.21,1405.61,21.61,553.55,2388.12,9061.9,47.68,521.0,2388.13,8138.26,8.4383,393,38.64,23.333
8178,-0.0018,-0.0005,642.28,1592.76,1411.66,21.61,553.23,2388.1,9068.83,47.78,521.1,2388.12,8139.77,8.4572,393,38.76,23.4579
8179,0.0025,0.0004,642.57,1589.98,1408.1,21.61,553.61,2388.1,9067.26,47.7,520.89,2388.06,8140.63,8.4798,393,38.82,23.1949
8180,-0.0012,-0.0002,642.94,1589.61,1405.22,21.61,553.67,2388.13,9067.38,47.67,521.26,2388.13,8139.95,8.4019,394,38.86,23.2663
8181,0.001,-0.0005,642.37,1594.72,1405.4,21.61,553.19,2388.12,9062.11,47.66,520.62,2388.14,8140.04,8.4194,393,38.81,23.333
8182,0.0002,-0.0001,643.11,1592.95,1410.81,21.61,553.44,2388.06,9065.84,47.65,521.23,2388.13,8139.03,8.454,394,38.7,23.3231
8183,-0.0014,0.0003,642.57,1597.92,1406.16,21.61,552.9,2388.11,9066.34,47.4,521.01,2388.09,8146.36,8.4549,393,39.01,23.2053
8184,-0.0047,0.0003,642.81,1591.0,1417.38,21.61,553.3,2388.09,9067.41,47.77,521.23,2388.18,8142.4,8.4614,394,38.8,23.2004
8185,-0.0011,-0.0004,642.79,1587.89,1413.64,21.61,553.54,2388.11,9055.57,47.72,520.33,2388.16,8143.76,8.4634,394,38.63,23.275
8186,0.0007,0.0004,643.26,1590.45,1410.01,21.61,553.56,2388.15,9062.23,47.56,520.54,2388.13,8140.81,8.4309,393,38.79,23.2836
8187,-0.0012,-0.0001,642.42,1593.48,1413.29,21.61,553.15,2388.1,9065.47,47.78,521.16,2388.11,8140.04,8.4463,396,38.69,23.1381
8188,-0.0002,-0.0002,642.83,1589.55,1414.34,21.61,553.23,2388.1,9068.17,47.43,520.82,2388.07,8139.11,8.4464,394,38.8,23.2517
8189,0.0025,-0.0001,642.65,1584.66,1414.94,21.61,552.62,2388.12,9062.91,47.77,521.34,2388.1,8140.8,8.4472,395,38.84,23.3184
8190,-0.0004,0.0002,642.89,1591.57,1415.65,21.61,552.78,2388.15,9066.16,47.59,521.08,2388.1,8143.9,8.4155,395,38.73,23.3414
8191,-0.0002,-0.0004,643.3,1594.3,1414.34,21.61,552.77,2388.14,9072.91,47.72,521.0,2388.11,8138.5,8.5186,393,38.57,23.18
8192,-0.0005,0.0003,643.12,1594.8,1416.34,21.61,553.29,2388.17,9064.72,47.65,521.21,2388.12,8143.95,8.4607,394,38.8,23.2578
8193,-0.0033,-0.0001,642.46,1583.45,1410.1,21.61,552.6,2388.11,9064.75,47.52,521.42,2388.12,8142.2,8.4598,395,38.72,23.2063
8194,-0.0008,0.0005,642.61,1602.9,1414.02,21.61,552.68,2388.08,9072.72,47.63,520.73,2388.15,8142.59,8.4585,394,38.64,23.2501
8195,-0.0019,-0.0004,642.53,1594.16,1412.42,21.61,553.3,2388.1,9069.58,47.67,521.01,2388.11,8140.92,8.441,393,38.61,23.3222
8196,-0.0007,0.0001,642.71,1599.41,1409.98,21.61,552.72,2388.1,9071.25,47.7,520.94,2388.15,8141.78,8.4482,395,38.52,23.2467
8197,-0.0031,-0.0001,643.18,1597.49,1408.78,21.61,552.77,2388.13,9061.56,47.81,520.74,2388.09,8140.13,8.4592,393,38.68,23.1787
8198,-0.0021,-0.0003,643.26,1595.57,1410.3,21.61,552.63,2388.12,9060.55,47.69,520.46,2388.1,8136.44,8.459,394,38.84,23.3829
8199,-0.0027,0.0004,643.31,1596.1,1414.66,21.61,552.07,2388.19,9063.07,47.67,521.11,2388.12,8141.85,8.475,393,38.62,23.2423
8200,0.0028,-0.0001,642.78,1592.07,1408.06,21.61,552.74,2388.11,9054.35,47.7,521.07,2388.12,8142.24,8.4472,394,38.7,23.2941
8201,-0.0015,0.0001,643.16,1591.42,1419.06,21.61,553.15,2388.14,9065.86,47.96,520.91,2388.14,8139.88,8.4461,394,38.7,23.2271
8202,-0.0012,0.0005,642.88,1592.89,1414.18,21.61,553.42,2388.13,9071.3,47.7,521.13,2388.12,8139.63,8.4706,394,38.5,23.088
8203,-0.0008,0.0001,643.67,1591.29,1411.32,21.61,552.75,2388.17,9059.05,47.73,520.79,2388.16,8143.64,8.4693,393,38.52,23.213
8204,0.0028,0.0003,642.71,1588.59,1415.74,21.61,552.38,2388.13,9063.88,47.7,520.94,2388.17,8139.39,8.4755,393,38.78,23.084
8205,-0.0005,0.0004,643.02,1595.72,1416.45,21.61,552.16,2388.17,9066.25,47.7,520.56,2388.13,8147.69,8.4315,395,38.55,23.1115
8206,0.0023,-0.0002,642.84,1604.75,1410.85,21.61,552.62,2388.08,9069.02,47.65,520.4,2388.16,8140.37,8.4718,394,38.74,23.1026
8207,0.001,-0.0001,642.79,1588.22,1418.39,21.61,552.84,2388.14,9069.51,47.79,520.59,2388.11,8138.15,8.4903,396,38.67,23.2156
8208,0.0002,-0.0002,642.79,1601.99,1418.51,21.61,552.88,2388.19,9074.56,47.88,520.49,2388.13,8141.92,8.4949,394,38.7,23.2238
8209,0.0013,0.0004,642.76,1585.85,1417.77,21.61,551.45,2388.13,9062.37,47.87,520.48,2388.16,8147.36,8.4402,391,38.66,23.1594
8210,-0.0013,0.0002,643.88,1592.45,1419.87,21.61,552.9,2388.17,9063.56,47.84,520.84,2388.18,8137.96,8.5082,395,38.64,23.2789
8211,0.0011,-0.0001,642.45,1603.25,1420.22,21.61,552.27,2388.19,9065.38,47.73,520.26,2388.16,8142.19,8.4649,395,38.75,23.1639
8212,-0.002,0.0,642.83,1593.71,1416.96,21.61,552.98,2388.19,9055.89,47.99,520.51,2388.17,8141.91,8.4996,396,38.84,23.2033
8213,-0.0002,0.0003,643.19,1595.04,1421.67,21.61,552.24,2388.13,9055.72,47.98,520.49,2388.17,8139.13,8.4904,394,38.69,23.1658
8214,0.0026,0.0002,643.27,1598.13,1416.72,21.61,551.99,2388.18,9060.04,47.76,520.42,2388.16,8139.27,8.4917,395,38.45,23.1728
8215,0.0016,-0.0004,642.57,1595.19,1420.3,21.61,553.1,2388.23,9067.71,47.87,520.65,2388.2,8141.77,8.5094,394,38.7,23.1827
8216,0.0004,0.0003,642.89,1597.12,1425.55,21.61,553.03,2388.12,9067.4,47.87,520.01,2388.2,8143.19,8.4851,395,38.74,23.1491
8217,-0.0013,-0.0004,643.17,1598.07,1416.81,21.61,552.38,2388.17,9068.33,47.72,520.34,2388.22,8144.84,8.4588,395,38.76,23.1601
8218,0.0032,-0.0002,643.29,1598.36,1421.39,21.61,552.23,2388.19,9068.03,47.9,520.5,2388.21,8139.05,8.4801,395,38.81,23.099
8219,-0.0,-0.0005,643.28,1602.19,1429.26,21.61,551.88,2388.15,9068.07,47.94,520.6,2388.21,8141.81,8.5155,394,38.47,23.1859
8220,-0.0016,-0.0005,642.92,1593.47,1422.85,21.61,551.9,2388.21,9066.84,47.78,519.83,2388.17,8136.69,8.4949,397,38.49,23.1059
8221,0.0034,0.0005,643.88,1594.16,1422.19,21.61,552.22,2388.21,9062.66,47.9,520.45,2388.25,8137.19,8.4968,394,38.66,23.1872
8222,0.0009,-0.0,643.7,1597.51,1423.19,21.61,551.64,2388.27,9066.43,48.0,519.61,2388.15,8142.79,8.5116,398,38.51,23.199
8223,-0.0042,-0.0002,642.81,1594.91,1419.02,21.61,552.33,2388.24,9066.21,48.14,520.62,2388.18,8137.82,8.4941,396,38.47,23.1097
8224,-0.0004,0.0002,643.51,1596.55,1420.31,21.61,551.7,2388.16,9055.81,48.0,519.85,2388.27,8143.18,8.4918,393,38.61,23.1673
8225,-0.0028,0.0,643.17,1595.57,1422.49,21.61,551.73,2388.2,9067.14,47.97,520.49,2388.23,8137.86,8.4973,394,38.63,23.1534
8226,0.0016,0.0002,643.6,1597.89,1424.57,21.61,552.04,2388.19,9060.02,47.88,520.17,2388.26,8141.24,8.4681,396,38.72,23.1648
8227,0.0009,-0.0003,643.32,1593.94,1420.03,21.61,551.41,2388.18,9069.86,47.99,519.69,2388.23,8143.44,8.5147,395,38.55,23.1242
8228,-0.001,-0.0001,643.59,1597.24,1420.56,21.61,552.21,2388.19,9067.55,47.96,520.41,2388.26,8137.16,8.5012,396,38.53,23.1312
8229,0.0021,-0.0003,643.28,1595.16,1426.14,21.61,551.52,2388.15,9059.97,47.98,519.77,2388.26,8134.69,8.5076,395,38.44,23.0835
8230,0.0003,-0.0003,643.38,1599.39,1425.11,21.61,552.13,2388.24,9061.88,48.08,519.92,2388.2,8140.61,8.5175,396,38.44,23.1085
8231,0.0038,0.0,643.38,1596.25,1425.06,21.61,551.75,2388.26,9061.79,48.14,519.95,2388.25,8134.12,8.539,395,38.53,23.0608
8232,0.0013,-0.0,643.67,1600.82,1429.17,21.61,551.65,2388.26,9058.64,48.13,520.11,2388.26,8138.41,8.5377,395,38.45,22.9984
8233,0.0016,0.0004,643.78,1591.52,1424.39,21.61,551.78,2388.23,9062.13,47.94,520.3,2388.19,8140.99,8.4901,395,38.64,23.1215
8234,0.0028,-0.0001,643.95,1600.73,1423.5,21.61,551.47,2388.27,9063.55,48.07,520.14,2388.29,8140.95,8.5848,396,38.31,23.0786
8235,-0.0004,0.0,643.16,1598.79,1425.53,21.61,551.6,2388.22,9073.27,48.13,519.29,2388.27,8138.27,8.5219,395,38.34,23.0127
8236,-0.0039,0.0002,643.6,1602.5,1428.71,21.61,552.2,2388.23,9069.16,48.11,519.79,2388.24,8137.0,8.5474,394,38.35,23.0499
8237,-0.0019,0.0003,643.34,1597.41,1427.68,21.61,551.04,2388.29,9066.91,47.97,519.68,2388.26,8133.97,8.5161,395,38.43,22.995
8238,-0.0007,-0.0004,642.56,1579.64,1392.51,21.61,554.3,2387.98,9056.32,47.08,522.02,2388.04,8139.17,8.3782,393,38.84,23.3701
8239,0.0019,-0.0005,642.22,1582.02,1397.92,21.61,554.58,2388.05,9052.6,47.22,522.26,2388.04,8137.21,8.3635,390,39.11,23.3848
8240,-0.0008,-0.0004,641.95,1590.17,1402.59,21.6,554.07,2388.02,9059.05,47.31,521.94,2387.99,8141.18,8.4029,391,39.11,23.4861
8241,0.001,-0.0003,641.71,1579.53,1403.11,21.61,554.23,2388.0,9060.43,47.24,522.32,2388.05,8138.88,8.4066,392,38.95,23.4021
8242,-0.0041,0.0002,642.26,1581.65,1396.1,21.61,554.41,2387.98,9051.42,47.1,522.52,2388.04,8134.44,8.4244,392,39.11,23.4559
8243,-0.0005,-0.0005,642.01,1579.15,1401.53,21.61,554.7,2388.03,9054.78,47.24,522.39,2388.03,8136.6,8.403,392,38.95,23.3108
8244,-0.0006,0.0004,642.21,1585.22,1399.35,21.61,555.02,2388.01,9056.25,47.22,522.23,2388.04,8134.49,8.4132,393,39.09,23.4156
8245,-0.0001,-0.0005,642.16,1587.14,1408.26,21.61,554.58,2388.02,9055.62,47.24,522.3,2388.05,8139.13,8.3683,391,39.11,23.3331
8246,0.0045,-0.0001,642.79,1586.06,1402.13,21.61,554.93,2388.03,9055.7,47.24,522.41,2388.06,8141.26,8.3857,392,39.01,23.3477
8247,0.0005,-0.0,642.4,1582.86,1392.57,21.61,554.06,2388.0,9056.23,47.23,521.66,2387.99,8136.33,8.4392,391,38.95,23.3811
8248,0.0015,0.0002,642.49,1587.46,1392.9,21.61,553.37,2388.0,9054.88,47.0,522.82,2388.0,8135.64,8.4186,391,39.13,23.4239
8249,0.0005,-0.0,642.41,1580.83,1392.18,21.61,554.41,2388.06,9054.61,47.33,522.41,2387.99,8136.27,8.3985,391,39.13,23.4009
8250,-0.0034,0.0003,642.0,1585.31,1396.87,21.61,554.39,2388.02,9056.03,47.37,522.19,2388.01,8141.95,8.3978,392,39.1,23.4013
8251,-0.0015,0.0003,641.51,1586.26,1389.83,21.61,554.98,2388.02,9055.74,47.17,522.23,2387.98,8136.42,8.4187,391,38.95,23.4868
8252,-0.0007,0.0002,642.06,1586.13,1401.37,21.61,554.68,2388.05,9049.55,47.27,522.21,2388.03,8141.87,8.4211,390,39.02,23.3574
